Property Name,Portfolio Manager ID,Street Address,Street Address 2,City/Municipality,State/Province,Other State/Province,Postal Code,Country,Year Built,Self-Selected Primary Function,Construction Status,Gross Floor Area,GFA Units,Occupancy (%),Number of Buildings,How Many Buildings?,Parent Property Name (if Applicable),Parent Property ID,Is this Property Owned or Operated by the US or Canadian Federal Government?,Federal Agency/Department
VI0007ZZ - DELUGO FED BLDG - ST THOMAS,2630202,5000 VETERANS DRIVE,,CHARLOTTE AMALIE,Virgin Islands of the U.S.,,008016424,United States,1977,Office,Existing,93417,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VI0008ZZ - CHRISTIAN FED BLDG - ST CROIX,2630203,3013 ESTATE GOLDEN ROCK,,ST CROIX,Virgin Islands of the U.S.,,008204226,United States,1992,Office,Existing,76227,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VT0000BD-USBS DERBY I-91,2392051,INTERSTATE ROUTE 91,,DERBY LINE,Vermont,,05830,United States,1985,Other - Public Services,Existing,15691,Sq. Ft.,100,More Than One,2,,,Yes,General Services Administration (GSA)
VT0000BH-US BORDER STATION,3981450,US ROUTE 7,,HIGHGATE SPRINGS,Vermont,,05460,United States,1985,Office,Existing,46299,Sq. Ft.,100,One,1,,,Yes,Other
VT0000BN-USBS NORTON,2630204,STATE ROUTE 114,,NORTON,Vermont,,05907,United States,1985,Other - Public Services,Existing,8184,Sq. Ft.,100,More Than One,2,,,Yes,General Services Administration (GSA)
VT0000BP - USBS BEEBE PLAIN,2630206,MAIN STREET,,BEEBE PLAIN,Vermont,,05823,United States,1937,Other - Public Services,Existing,3638,Sq. Ft.,100,More Than One,2,,,Yes,General Services Administration (GSA)
VT0000BS-USBS ALBURG SPRINGS,2397740,US HIGHWAY,,ALBURG SPRINGS,Vermont,,05440,United States,1985,Other - Public Services,Existing,3702,Sq. Ft.,100,More Than One,2,,,Yes,General Services Administration (GSA)
VT0000BT - USBS NORTH TROY,2630207,743 VERMONT ROUTE 243,,NORTH TROY,Vermont,,058599515,United States,1937,Other - Public Services,Existing,14925,Sq. Ft.,100,More Than One,3,,,Yes,General Services Administration (GSA)
VT0000PD-USBS && USPO DERBY LINE,2630209,U S ROUTE 5,,DERBY LINE,Vermont,,05830,United States,1985,Other - Public Services,Existing,16898,Sq. Ft.,100,More Than One,3,,,Yes,General Services Administration (GSA)
VT0002ZZ - USBS BEECHER FALLS,2397749,STATE ROUTE 102,,BEECHER FALLS,Vermont,,05902,United States,1932,Other - Public Services,Existing,8970,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VT0007ZZ-USBS CANAAN,2397712,STATE ROUTE 102,,CANAAN,Vermont,,05903,United States,1985,Other - Public Services,Existing,5856,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VT0008ZZ-USBS EAST RICHFORD,2397742,357 GLEN SUTTON ROAD,,RICHFORD,Vermont,,05476,United States,1986,Other - Public Services,Existing,8714,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VT0014ZZ-USBS RICHFORD,2630210,705 PROVINCE STREET,,RICHFORD,Vermont,,05476,United States,1985,Office,Existing,7895,Sq. Ft.,100,One,1,,,Yes,Other
VT0018ZZ - ST ALBANS FED BLDG & USPO,1679,56 SOUTH MAIN STREET,,ST ALBANS,Vermont,,05478,United States,1938,Office,Existing,65854,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VT0020SW - GARAGE USBP SWANTON HDQTR,3478839,155 GRAND AVE,,SWANTON,Vermont,,05488,United States,1900,Other - Public Services,Existing,11493,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VT0024ZZ-BURLINGTON CTHS && USPO,1681,11 ELMWOOD AVENUE,,BURLINGTON,Vermont,,05401,United States,1973,Office,Existing,147860,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VT0026ZZ - MONTPELIER FEDERAL BLDG,1682,STATE STREET,,MONTPELIER,Vermont,,05602,United States,1964,Office,Existing,73261,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VT0028ZZ - WINSTON PROUTY FED BLDG,1683,LINCOLN STREET,,ESSEX JUNCTION,Vermont,,05452,United States,1972,Office,Existing,12468,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VT0029SW - USBP SWANTON SECTOR HDQTR,3478840,155 GRAND AVENUE,,SWANTON,Vermont,,05488,United States,1900,Other,Existing,0,Sq. Ft.,100,One,1,,,No,
VT0034ZZ-SSA MONTPELIER,1684,SCHOOL STREET,,MONTPELIER,Vermont,,05602,United States,1985,Office,Existing,6803,Sq. Ft.,100,One,1,,,Yes,Other
VT0035ZZ - SSA BURLINGTON,1685,55 PEARL STREET,,BURLINGTON,Vermont,,05401,United States,1972,Office,Existing,8002,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VT0052BH - MYERS BLDG HIGHGATE,2392070,517 WELCOME CENTER ROAD,,HIGHGATE SPRINGS,Vermont,,05460,United States,1973,Other - Public Services,Existing,2306,Sq. Ft.,100,None,0,,,Yes,General Services Administration (GSA)
VT0057BH - USBS HIGHGATE SPRING,2397705,482 WELCOME CENTER ROAD,,HIGHGATE SPRINGS,Vermont,,05460,United States,1997,Other - Public Services,Existing,24051,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VT0059BH - FDA-PPQ HIGHGATE SPRINGS,2630211,525 WELCOME CENTER ROAD,,HIGHGATE SPRINGS,Vermont,,054609998,United States,2005,Office,Existing,9241,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VT0756BT-USBS NORTH TROY,2999333,807 VERMONT ROUTE 243,,NORTH TROY,Vermont,,05859,United States,2004,Other - Public Services,Existing,8001,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
VT0851BW - USBS WEST BERKSHIRE,2630208,STATE ROUTE 118,,WEST BERKSHIRE,Vermont,,05457,United States,1985,Other - Public Services,Existing,7439,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0000BN - USBS PACIFIC HIGHWAY,2630230,PACIFIC HIGHWAY BORDER,,BLAINE,Washington,,982309242,United States,1999,Other - Public Services,Existing,97431,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0000FB - USBS CURLEW,2630214,US BORDER STATION,,CURLEW,Washington,,99118,United States,1937,Other - Public Services,Existing,5000,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0000KC-SEATTLE FED CTR SO,20635,4735 E MARGINAL WAY,,SEATTLE,Washington,,98134,United States,1973,Office,Existing,624463,Sq. Ft.,100,One,1,,,Yes,Other
WA0000KF - AUBURN CTR COMPLEX,2630217,2905 C STREET SW,,AUBURN,Washington,,980017426,United States,1970,Non-Refrigerated Warehouse,Existing,1442040,Sq. Ft.,100,More Than One,8,,,Yes,General Services Administration (GSA)
WA0000MB - USBS METALINE FALLS,2630219,STATE HWY 31,,METALINE FALLS,Washington,,991539998,United States,1932,Other - Public Services,Existing,10546,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0000OB - USBS OROVILLE,2630220,33643 HWY 97N,,OROVILLE,Washington,,988449525,United States,2003,Other - Public Services,Existing,68822,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0028ZZ - RICHARD B. ANDERSON FB,2630223,138 W FIRST ST,,PORT ANGELES,Washington,,98362,United States,1985,Office,Existing,22569,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0035ZZ - NAKAMURA COURTHOUSE,20646,1010 FIFTH AVENUE,,SEATTLE,Washington,,98104,United States,1940,Courthouse,Existing,189305,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0036ZZ - SEATTLE FED BLDG,20647,909 FIRST AVE,,SEATTLE,Washington,,98174,United States,1933,Office,Existing,284605,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0045ZZ - SPOKANE FED BLD USPO,20649,W 904 RIVERSIDE,,SPOKANE,Washington,,99201,United States,1904,Office,Existing,160293,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0053ZZ - WM O DOUGLAS FBUSCT,20650,25 S 3RD STREET,,YAKIMA,Washington,,98901,United States,1912,Courthouse,Existing,58282,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0059ZZ - FED NARA-NARC,2630224,6125 SANDPOINT WAY,,SEATTLE,Washington,,981157959,United States,1946,Office,Existing,187754,Sq. Ft.,100,None,0,,,Yes,General Services Administration (GSA)
WA0063ZZ - RICHLAND FB,18430,825 JADWIN AVE,,RICHLAND,Washington,,99352,United States,1965,Office,Existing,386561,Sq. Ft.,100,None,0,,,Yes,General Services Administration (GSA)
WA0064ZZ - T S FOLEY US COURTHO,18816,W 904 RIVERSIDE AVENUE,,SPOKANE,Washington,,99201,United States,1967,Office,Existing,301915,Sq. Ft.,100,None,0,,,Yes,General Services Administration (GSA)
WA0066BP - BOR PATROL SECT HQ,2630225,1590 H STREET,,BLAINE,Washington,,982309169,United States,1966,Office,Existing,11847,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0067BP - BLAINE BORDER STATION ANNEX - DETENTION,2630226,1590 H STREET,,BLAINE,Washington,,982309169,United States,1991,Office,Existing,4074,Sq. Ft.,100,None,0,,,Yes,General Services Administration (GSA)
WA0082ZZ - WENATACHEE FED BLDG,18332,301 YAKIMA STREET,,WENATCHEE,Washington,,98801,United States,1973,Office,Existing,104414,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0089HQ - BORD PATROL SECT HQ,2630227,10710 NEWPORT HWY,,SPOKANE,Washington,,992181642,United States,1966,Police Station,Existing,12544,Sq. Ft.,100,None,0,,,Yes,General Services Administration (GSA)
WA0094ZZ - VANCOUVER FED BLDG,2630228,500 W 12TH STREET,,VANCOUVER,Washington,,986602871,United States,1966,Office,Existing,21725,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0101ZZ - JACKSON FED BLDG,18149,915 SECOND AVE,,SEATTLE,Washington,,98174,United States,1973,Office,Existing,865147,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0102ZZ - SEATTLE US COURTHOUS,1237262,700 STEWART  STREET,,SEATTLE,Washington,,98101,United States,2004,Courthouse,Existing,679979,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0118ZZ - FDA BLDG BOTHELL,18148,22201 23RD DRIVE SE,,BOTHELL,Washington,,98041,United States,1988,Office,Existing,61264,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0119PR - USBS POINT ROBERTS,2630229,TYEE DR && ROOSEVELT RD,,POINT ROBERTS,Washington,,982819998,United States,1998,Other - Public Services,Existing,26422,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0122HQ - BORDER PATROL ANNEX,2630231,NEWPORT HWY,,SPOKANE,Washington,,992181642,United States,1997,Office,Existing,6994,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0132PA - PEACE ARCH LAND PORT OF ENTRY,20632,100 PEACE PORTAL DRIVE,,BLAINE,Washington,,98230,United States,2010,Other - Public Services,Existing,51782,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0141BP - BLDG. VAULT,2630232,1550 H. STREET,,BLAINE,Washington,,982309169,United States,2006,Police Station,Existing,5000,Sq. Ft.,100,None,0,,,Yes,General Services Administration (GSA)
WA0148ZZ-FED RESERVE BANK OF SF,3981451,1015 2ND AVENUE,,SEATTLE,Washington,,98104,United States,2013,Office,Existing,86800,Sq. Ft.,100,One,1,,,Yes,Other
WA0540YB - USBS KENNETH G. WARD,20640,LYNDEN BORDER STATION,,LYNDEN,Washington,,98264,United States,1986,Other - Public Services,Existing,17362,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0550DV - USBS DANVILLE,20633,RURAL ROUTE 21,,DANVILLE,Washington,,98121,United States,1988,Other - Public Services,Existing,5000,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0601LB - LAURIER LAND PORT OF ENTRY BUILDING,20636,US BORDER STATION,,LAURIER,Washington,,99146,United States,1936,Other - Public Services,Existing,6100,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0653SB - USBS SUMAS,20639,CHERRY AND BOUNDARY,,SUMAS,Washington,,98295,United States,1990,Other - Public Services,Existing,22013,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0811KA - ADMINISTRATION BLDG,20653,400 15th St SW,,Auburn,Washington,,98001,United States,1961,Office,Existing,104508,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA0831KF - WAREHOUSE 7,2314920,1901 C Street SW,,Auburn,Washington,,98001,United States,2006,Office,Existing,205535,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WA7587ZZ - UNION STATION TACOMA,18147,1717 PACIFIC AVENUE,,TACOMA,Washington,,98402,United States,1911,Courthouse,Existing,187094,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WI0016ZZ - EAU CLAIRE FB CTHSE,1165560,500 S BARSTOW COMMONS,,EAU CLAIRE,Wisconsin,,54701,United States,1909,Courthouse,Existing,29481,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WI0044ZZ - MILWAUKEE FB CTHSE,1165568,517 E WISCONSIN AVE,,MILWAUKEE,Wisconsin,,53202,United States,1899,Courthouse,Existing,475879,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WI0095ZZ - SSA OSHKOSH,2630234,304 OTTER AVE,,OSHKOSH,Wisconsin,,549015011,United States,1972,Office,Existing,5625,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WI0096ZZ - RACINE SSA DIST OFF,2410805,4020 DURAND AVENUE,,RACINE,Wisconsin,,53405,United States,1972,Office,Existing,7715,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WI0098ZZ - SSA SHEBOYGAN,2410798,606 N 9TH STREET,,SHEBOYGAN,Wisconsin,,53081,United States,1972,Office,Existing,5340,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WI0350ZZ - KASTEMEIER CTHSE,1582459,120 NORTH HENRY STREET,,MADISON,Wisconsin,,53705,United States,1984,Courthouse,Existing,74528,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WV0000WH - WHEELING FED BLDG & CTHSE,2630235,1125 CHAPLINE STREET,,WHEELING,West Virginia,,26003,United States,1907,Courthouse,Existing,202449,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WV0003ZZ - ELIZABETH KEE FED BLDG,2630236,601 FEDERAL STREET,,BLUEFIELD,West Virginia,,247013066,United States,1908,Office,Existing,42945,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WV0010ZZ - FOREST SERVICE BLDG,2630237,200 SYCAMORE STREET,,ELKINS,West Virginia,,262413932,United States,1937,Office,Existing,32437,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WV0030ZZ - PARKERSBURG FED BLDG,2630238,425 JULIANA STREET,,PARKERSBURG,West Virginia,,261015352,United States,1963,Office,Existing,175208,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WV0050ZZ - MT HOPE FED BLDG & GARAGE,2630239,100 BLUESTONE ROAD,,MOUNT HOPE,West Virginia,,258801006,United States,1959,Office,Existing,40325,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WV0053ZZ - MARTINSBURG COURTHOUSE,2630240,217 WEST KING STREET,,MARTINSBURG,West Virginia,,254013286,United States,1961,Courthouse,Existing,75300,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WV0054FP - HUNTINGTON FED BLDG,2630241,502 EIGHTH STREET,,HUNTINGTON,West Virginia,,257002035,United States,1958,Office,Existing,231542,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WV0057ZZ - SUMMERVILLE FED BLDG & PO,2630242,449 WATER STREET,,SUMMERSVILLE,West Virginia,,266511332,United States,1966,Office,Existing,11649,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WV0163ZZ - BYRD US COURTHOUSE,2436904,300 VIRGINIA STREET EAST,,CHARLESTON,West Virginia,,25301,United States,1998,Courthouse,Existing,447612,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WV0171ZZ - BYRD FED BLDG & COURTHSE,2630244,110 NORTH HEBER STREET,,BECKLEY,West Virginia,,258014501,United States,1999,Courthouse,Existing,190358,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WV0226ZZ-FED BLDG TRACING CENTER,2436910,244 NEEDY ROAD,,MARTINSBURG,West Virginia,,25401,United States,2000,Office,Existing,168970,Sq. Ft.,100,One,1,,,Yes,Other
WV1251ZZ - RANDOLPH FEDERAL CTR,2630245,300 THIRD STREET,,ELKINS,West Virginia,,262413898,United States,1974,Office,Existing,53550,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WY0003ZZ - EWING KERR FB CTHSE,2999336,111 S WOLCOTT STREET,,CASPER,Wyoming,,82601,United States,1932,Courthouse,Existing,57605,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WY0004ZZ - CHEYENNE FEDERAL BLDG,2280774,308 W 21ST STREET,,CHEYENNE,Wyoming,,82001,United States,1933,Office,Existing,33740,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WY0029ZZ - JC OMAHONEY FED CTR,2280806,2120 CAPITOL AVENUE,,CHEYENNE,Wyoming,,82001,United States,1964,Courthouse,Existing,179201,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WY0030ZZ - DICK CHENEY FED BLDG,2280867,100 E B STREET,,CASPER,Wyoming,,82601,United States,1970,Office,Existing,130049,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WY0034ZZ - STORAGE BUILDING,2630246,308 W 21ST STREET,,CHEYENNE,Wyoming,,820013663,United States,1970,Non-Refrigerated Warehouse,Existing,1000,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
WY0035ZZ - CLIFFORD HANSEN FED CTHSE,3236645,145 EAST SIMPSON AVENUE,,JACKSON,Wyoming,,83001,United States,1980,Office,Existing,3899,Sq. Ft.,100,One,1,,,Yes,General Services Administration (GSA)
